dates,77470,76430,76500,76900,161530,161680,162420,162450,162890,163100,164290,164050,77650,77800,77610,165600,165460,165200,604900,603900,604020,603600,607150,6155A,6325O,7031,8019,8025,8414A,8416Y,8500A,9981A,0016A,76,0200E,B893,B278,B228,B954
1984-02-01,-0.018549817,-0.026351538,-0.037334163,-0.022029951,-0.04216828,-0.019815018,-0.026837608,-0.038494848,-0.015144348,-0.02539883,-0.005279252,-0.0043001175,-0.041446544,-0.028567092,-0.028518498,-0.0040114983,-0.0040114983,-0.008837531,-0.013070047,-0.010547701,-0.0037614354,-0.016902637,-0.008559978,0.00010085333,-0.013559157,-0.016379569,-0.01118345,-0.012370857,-0.010185954,-0.010185954,-0.012059856,-0.008090836,-0.012692841,-0.016428405,-0.016428405,-0.0055495044,0.0020403543,0.0020403543,0.009202321
1984-03-01,-0.015779873,-0.022098346,-0.030795958,-0.015789893,-0.036665734,-0.008368649,-0.018543437,-0.03158428,-0.0049472884,-0.014325988,-0.0013994696,-0.0011973381,-0.031513356,-0.013563904,-0.017293593,0.0004650581,0.0004650581,-0.0010232364,-0.0020751953,0.0006291858,0.004137627,-0.0069327354,-0.0030152386,0.0030199809,-0.010653293,-0.011707094,-0.00743943,-0.008538043,-0.0066722617,-0.0066722617,-0.008676232,-0.002392598,-0.008110641,-0.014090703,-0.014090703,-0.003579712,0.010933431,0.010933431,0.014549468
1984-04-01,-0.00018867219,-0.006823026,-0.018761504,-0.0049618627,-0.029201437,0.00094847416,-0.0070883757,-0.016334085,0.0012093339,-0.009115687,0.0036051238,0.003037095,-0.01753037,0.0020110053,-0.0076627843,0.007448522,0.007448522,0.003340501,0.014687584,0.01522948,0.015939293,0.0060684206,0.007332662,0.01370588,0.0031230312,-0.0012914869,0.0056008208,0.0056425547,0.0076566567,0.0076566567,0.0059556873,0.010233826,0.0042678975,0.0023435396,0.0023435396,-0.00287546,0.021960704,0.021960704,0.022077348
1984-05-01,-0.015950255,-0.020319229,-0.020799803,-0.0075302618,-0.03004304,0.0046213632,-0.0071141114,-0.013302715,0.012972963,0.002494812,0.016245186,0.014221907,-0.023518033,0.00031547705,-0.007333015,0.0059716203,0.0059716203,0.008380872,0.0073792557,0.009813768,0.016674018,0.009566879,0.014434814,0.008816867,-0.0068308185,-0.012914128,-0.008778724,-0.008359976,-0.006516622,-0.006516622,-0.009470622,-0.0017350287,-0.007167353,-0.009878033,-0.009878033,-0.0042412393,0.013409932,0.013409932,0.014718373
1984-06-01,-0.0048825145,-0.007200388,-0.009553384,0.0009646508,-0.019026572,0.01582587,0.0012057959,-0.0056619085,0.02126432,0.00821657,0.021630598,0.01877749,-0.00025968198,0.03387065,0.008959961,0.016884707,0.016884707,0.018275473,0.034498964,0.03385759,0.028475588,0.023911381,0.025829365,0.022398159,0.014837351,0.00803407,0.012194108,0.014566185,0.01450948,0.01450948,0.009396427,0.014610961,0.0067830784,0.0030114823,0.0030114823,-0.0006037785,0.0442482,0.0442482,0.03159099
1984-07-01,-0.0012723941,-0.0052715205,-0.004389215,0.0025984242,-0.01628691,0.017741492,0.004969584,-0.0039657466,0.020540424,0.008683834,0.020665172,0.018229961,0.007233796,0.04094828,0.011378928,0.022747058,0.022747058,0.025210282,0.03728943,0.037688203,0.027899688,0.02453041,0.024035135,0.030787876,0.023476878,0.019981278,0.022525253,0.02523426,0.023773499,0.023773499,0.017666785,0.021849493,0.012337658,0.009327377,0.009327377,-0.0016101544,0.052300517,0.052300517,0.034783892
1984-08-01,-0.008529216,-0.011795044,-0.01192376,-0.0053838915,-0.02384996,0.007578228,-0.0046423282,-0.012423219,0.01214839,-0.0009522348,0.011559364,0.010958433,-0.016163297,0.015003188,-0.0029573329,0.0133017935,0.0133017935,0.014841899,0.027525593,0.026942993,0.024202744,0.017048646,0.015250957,0.023715355,0.009133911,0.0038676793,0.010501626,0.0117835635,0.011675009,0.011675009,0.008327566,0.009223168,-0.0002038308,-0.0038375615,-0.0038375615,-0.00047443097,0.030261993,0.030261993,0.022427877
1984-09-01,-0.008370862,-0.018078828,-0.017765164,-0.008597393,-0.028324956,0.0006508898,-0.014409219,-0.020448957,0.012918061,-0.0021598383,0.008069368,0.006358862,-0.025940789,0.007787455,-0.00429867,0.0047591045,0.0047591045,0.007881959,0.014184991,0.013206256,0.014781448,0.007102108,0.008634745,0.018642463,0.0028396114,-0.00034385256,0.005619111,0.005310349,0.00631724,0.00631724,0.0028234825,0.004967705,-0.0022590614,-0.002906058,-0.002906058,-0.0035365177,0.016260274,0.016260274,0.017820358
1984-10-01,-0.0067210244,-0.015365209,-0.01923692,-0.01162385,-0.028354052,-0.0047144345,-0.012256113,-0.01955369,0.0023728914,-0.007925501,0.0011692138,0.001956582,-0.018465113,-0.0032925503,-0.011257934,0.0051875417,0.0051875417,0.0026217499,-0.0029260044,-0.00696395,-0.0020982274,-0.008334542,-0.0040619913,0.012430246,-0.0046061855,-0.009727796,-0.004024145,-0.0052272254,-0.0052020266,-0.0052020266,-0.0059156506,-0.000858369,-0.0084949145,-0.010428784,-0.010428784,-0.0021709735,0.008176931,0.008176931,0.014588462
1984-11-01,-0.015067533,-0.022218166,-0.027298983,-0.012642743,-0.036189865,-0.016058471,-0.019740654,-0.026754811,-0.00679809,-0.015436713,-0.0036051238,-0.0021829605,-0.034109045,-0.02156833,-0.020910824,-0.0020147557,-0.0020147557,-0.005547847,-0.0076434957,-0.008752704,-0.008575056,-0.010729218,-0.0045603435,-0.0010383727,-0.013022638,-0.020331807,-0.01503105,-0.015770612,-0.016646422,-0.016646422,-0.017906819,-0.011761892,-0.016331753,-0.018139113,-0.018139113,-0.0038386418,0.0066660563,0.0066660563,0.010188633
1984-12-01,-0.01936564,-0.02862187,-0.037601165,-0.024941918,-0.049243715,-0.025319569,-0.026252009,-0.03423072,-0.013641656,-0.026659552,-0.011603622,-0.008965254,-0.046309296,-0.033062316,-0.02974997,-0.007922661,-0.007922661,-0.012423278,-0.019115264,-0.016080648,-0.012019128,-0.019595146,-0.013051758,-0.0029726059,-0.021234032,-0.022797797,-0.015913773,-0.018600803,-0.017176004,-0.017176004,-0.017735379,-0.01588942,-0.018596709,-0.0203889,-0.0203889,-0.0049025314,-0.0033175151,-0.0033175151,0.0056198966
1985-01-01,-0.021855656,-0.034055073,-0.045454815,-0.03654165,-0.053753775,-0.029141402,-0.03381404,-0.043457802,-0.022968367,-0.031411223,-0.009353855,-0.0072642565,-0.058527064,-0.042821184,-0.035268985,-0.012116521,-0.012116521,-0.012761457,-0.016634079,-0.013884793,-0.00938022,-0.01752758,-0.010304362,-0.004841541,-0.02057692,-0.019715203,-0.013740365,-0.0169514,-0.014185588,-0.014185588,-0.016220793,-0.010933842,-0.020250266,-0.021396648,-0.021396648,-0.005621338,-0.0035044353,-0.0035044353,0.0066193473
