time,77470,76430,76500,76900,161530,161680,162420,162450,162890,163100,164290,164050,77650,77800,77610,165600,165460,165200,604900,603900,604020,603600,607150,6155A,6325O,7031,8019,8025,8414A,8416,8500A,9981A,0016A,76,0200E,B893,B278,B228,B954
1994-01-16,C,C,C,C,C,C,C,C,C,CSW,CW,CW,C,C,C,CW,CW,C,AN,C,W,W,W,N,NW,NW,NW,NW,NW,NW,NW,NW,NW,CNW,CNW,NW,NW,NW,NW
1994-01-18,ANE,ANE,ANE,AE,AE,E,E,E,E,SE,CE,CE,E,E,E,E,E,E,E,E,E,CE,CE,E,E,E,E,E,E,E,E,E,AE,AE,AE,E,E,E,E
1994-01-19,ANE,ANE,AE,AE,AE,E,E,E,SE,SE,CSE,CSE,E,E,E,E,E,E,CNE,E,CE,CE,CSE,NE,NE,NE,NE,NE,NE,NE,E,NE,E,E,E,E,E,E,NE
1994-01-20,NE,NE,NE,NE,NE,CE,CE,CE,C,CSE,C,C,CE,CNE,CE,C,C,CNE,CNE,C,C,C,C,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1994-01-21,NE,NE,NE,NE,NE,CNE,CNE,CNE,C,C,C,C,NE,NE,NE,C,C,CNE,CE,A,A,N,C,E,E,E,NE,NE,NE,NE,E,NE,NE,NE,NE,NE,NE,NE,NE
1994-01-22,A,ANE,A,A,A,NE,E,E,NE,E,A,A,ANE,NE,ANE,NE,NE,NE,E,E,E,A,A,E,E,E,E,E,E,E,AE,AE,ANE,ANE,ANE,ANE,NE,NE,NE
1994-01-23,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,ANE,ANE,ANE,NE,NE,NE,NE,A,AE,NE,NE,ANE,ANE,ANE,ANE,A,A,A,A,A,AN,AN,AN,AN
1994-01-24,N,ANW,ANW,ANW,ANW,NW,ANW,ANW,ANW,ANW,A,A,NW,ANW,ANW,AN,AN,AN,NE,N,N,AN,AN,ANE,ANE,ANE,AN,AN,AN,AN,AN,AN,AN,AN,AN,N,N,N,N
1994-01-25,AN,ANW,ANW,ANW,ANW,NW,NW,NW,C,C,C,A,NW,ANW,ANW,AN,AN,AN,A,N,N,N,N,ANE,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,AN,N,N,N,N
1994-01-26,AN,N,N,N,N,NW,NW,NW,NW,NW,NW,NW,N,N,N,N,N,N,NE,N,N,N,N,ANE,ANE,ANE,ANE,ANE,A,A,A,A,A,AN,AN,N,N,N,AN
1994-01-27,A,ANW,A,A,A,AN,N,N,N,N,N,N,AN,AN,A,N,N,AN,A,A,AN,N,N,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-01-28,N,N,N,N,N,N,N,N,N,N,NW,NW,N,N,N,N,N,N,A,AN,NW,NW,N,A,ANE,ANE,ANE,ANE,ANE,ANE,A,A,A,AN,AN,N,N,N,AN
1994-01-29,A,A,A,A,ANE,NE,NE,NE,N,N,N,N,ANE,ANE,ANE,N,N,N,A,A,AN,N,N,SE,SE,ASE,ASE,A,A,A,A,A,A,A,A,ANE,ANE,ANE,A
1994-01-30,A,A,A,A,A,A,A,A,AN,AN,N,N,A,A,A,A,A,A,A,A,A,A,AN,SE,A,A,A,AS,A,A,A,A,A,A,A,A,A,A,A
1994-01-31,A,A,AN,AN,AN,A,A,A,A,A,NW,NW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-02-01,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-10-03,NW,NW,NW,NW,NW,W,W,W,W,ASW,A,A,W,AW,AW,AW,AW,AW,C,C,C,A,A,A,C,C,C,C,C,C,C,ANW,ANW,ANW,ANW,ANW,ANW,ANW,C
1994-10-04,NE,NE,NE,NE,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1994-10-05,NE,NE,NE,E,E,E,E,E,CE,E,C,C,E,E,E,NE,NE,NE,CSE,CE,CE,CNE,CNE,C,C,C,CE,CE,CE,CE,E,E,E,E,E,E,E,E,CE
1994-10-06,E,E,E,E,E,E,E,E,NE,E,CNE,CNE,E,E,E,NE,NE,E,SE,E,E,NE,NE,CSE,SE,SE,SE,E,E,E,E,E,E,E,E,E,E,E,E
1994-10-07,E,E,E,E,E,E,E,E,NE,NE,C,NE,E,E,E,C,C,E,SE,SE,SE,C,C,CSE,SE,SE,SE,SE,SE,SE,SE,SE,E,E,E,E,E,E,SE
1994-10-08,C,C,SE,SE,SE,SE,E,E,E,E,C,C,SE,SE,SE,C,C,C,C,C,C,C,C,CSE,CSE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,C,C,C,C
1994-10-09,ASE,S,SE,SE,ASE,A,A,A,AE,AE,A,A,ASE,ASE,ASE,ASE,ASE,ASE,S,SE,SE,SE,SE,SE,SE,SE,S,S,S,S,S,S,SE,SE,SE,SE,SE,SE,SE
1994-10-10,SE,S,SE,SE,SE,SE,E,SE,E,E,A,A,SE,SE,SE,SE,SE,SE,C,S,S,SE,SE,CS,C,C,C,S,S,S,S,S,S,SE,SE,S,S,S,S
1994-10-11,A,SE,SE,SE,SE,SE,E,E,E,E,A,A,SE,SE,SE,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1994-10-12,A,A,A,A,A,E,E,E,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-10-13,A,A,E,E,E,E,E,E,E,E,A,NE,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-10-14,A,A,A,A,ASE,A,E,E,E,E,A,E,ASE,A,ASE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-10-15,C,A,A,A,A,A,A,A,A,A,C,C,A,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1994-10-16,C,C,C,CE,CE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1994-10-17,CE,CE,E,E,E,CE,CE,CE,CE,CE,C,C,CE,CE,CE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1994-10-19,CSW,S,S,S,S,SE,SE,SE,SE,SE,C,CSE,S,S,S,CS,CS,CS,C,C,CSW,CSW,CS,W,W,W,W,W,CW,CW,CW,CSW,CSW,CSW,CSW,S,S,S,CSW
1994-10-20,C,C,C,CS,CS,CSE,CSE,CSE,CSE,SE,C,C,CS,CS,CS,C,C,C,C,C,C,C,C,NW,NW,NW,NW,NW,NW,NW,NW,CW,CW,C,C,C,C,C,C
1994-10-21,NW,C,C,C,C,C,C,C,C,CSE,C,C,C,C,C,C,C,C,A,NW,NW,CNW,C,A,A,ANW,ANW,ANW,ANW,ANW,ANW,NW,NW,NW,NW,N,N,N,NW
1994-10-22,W,SW,SW,SW,C,C,CE,CE,CE,CE,C,C,C,C,C,C,C,C,A,ANW,NW,CNW,C,A,A,A,AW,AW,AW,AW,AW,AW,W,W,W,AW,AW,AW,AW
1994-10-23,W,W,W,W,W,C,C,C,C,C,C,C,C,C,C,CW,CW,CW,ANW,W,W,NW,CNW,ANW,ANW,ANW,NW,NW,NW,NW,NW,NW,NW,W,W,W,NW,NW,NW
1994-10-24,NW,NW,NW,NW,NW,CNW,CNW,CNW,CNW,C,NW,CNW,NW,NW,NW,NW,NW,NW,A,ANW,NW,NW,NW,A,A,A,A,A,A,A,A,A,A,A,A,ANW,ANW,ANW,ANW
1994-10-25,W,W,W,W,AW,W,W,W,C,C,C,C,AW,AW,AW,AW,AW,AW,A,A,AW,AW,ANW,A,A,A,A,A,A,A,AW,AW,AW,AW,AW,AW,AW,AW,A
1994-10-26,ANW,NW,AW,AW,AW,C,C,C,C,SW,C,C,C,AW,AW,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,AW,C,C,C
1994-10-27,A,ASW,A,ASW,A,A,A,A,A,AS,C,C,A,A,A,C,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1994-10-28,C,C,C,C,C,S,S,S,S,S,S,S,S,S,S,C,C,C,C,C,C,S,S,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1994-10-29,A,AW,A,A,A,C,C,C,C,SW,C,C,C,A,A,C,C,C,C,C,C,C,C,AE,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-10-30,A,A,A,A,A,A,A,A,A,A,AN,AN,A,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-10-31,A,AW,ASW,ASW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,A,A,A,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-11-01,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C,C
1994-11-02,C,S,S,S,AS,ASE,ASE,A,A,A,A,A,S,S,S,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1994-11-04,CS,S,S,S,S,S,S,S,SE,ASE,S,S,S,S,S,S,S,S,SW,CSW,S,S,S,CW,CW,CW,CSW,C,C,C,C,C,CS,CS,CS,S,S,S,CS
1994-11-05,CW,CSW,CSW,CSW,CS,S,S,S,SE,SE,S,S,S,S,S,S,S,S,C,C,C,S,S,NW,W,W,W,W,W,W,W,CW,CW,CW,CW,SW,SW,SW,C
1994-11-06,W,W,CW,CW,C,CS,S,S,S,S,C,C,C,C,CSW,C,C,CW,A,A,AW,C,C,ASW,AW,AW,AW,W,W,W,W,W,W,W,W,W,W,W,AW
1994-11-07,SW,SW,SW,CSW,CSW,CSW,SW,SW,C,S,C,C,CSW,SW,SW,C,C,CSW,A,C,C,C,C,W,W,W,W,W,W,W,W,W,W,SW,SW,SW,W,W,W
1994-11-08,SW,SW,C,C,C,C,CSW,CSW,CSW,C,C,C,C,C,C,C,C,C,A,AW,C,C,C,ASW,AW,AW,AW,AW,AW,AW,W,W,W,W,W,AW,AW,AW,AW
1994-11-09,SW,SW,SW,SW,SW,C,C,C,C,C,C,C,SW,SW,SW,SW,SW,SW,AW,W,W,W,C,W,W,W,W,W,W,W,W,W,SW,SW,SW,SW,SW,SW,W
1994-11-10,NW,CNW,C,C,C,C,C,C,CSW,CSW,W,W,C,CW,CW,CW,CW,CW,ANW,NW,NW,W,W,ANW,ANW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW
1994-11-11,N,N,N,C,C,C,C,C,C,C,CW,CW,C,CNW,C,CNW,CNW,CNW,AN,NW,NW,NW,NW,A,ANW,ANW,ANW,NW,ANW,ANW,ANW,ANW,N,N,N,NW,NW,NW,NW
1994-11-12,C,C,C,C,CNE,C,C,C,C,C,CNW,C,CNE,C,CNE,C,C,C,AN,C,C,NW,CNW,AN,N,N,NW,NW,NW,NW,NW,C,C,C,C,C,NW,NW,NW
1994-11-13,A,A,A,ANE,ANE,CE,CNE,CNE,CNE,CNE,C,C,C,C,C,C,C,NE,NE,NE,C,C,C,NE,NE,NE,NE,ANE,ANE,ANE,A,A,A,ANE,ANE,ANE,AN,AN,N
1994-11-14,A,A,A,A,A,A,A,A,ANE,AE,A,A,A,A,A,A,A,A,A,A,A,ANE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-11-15,A,ANW,A,ANW,ANW,ANW,A,A,A,A,A,A,ANW,ANW,ANW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-11-16,NW,N,N,N,AN,C,C,C,C,C,NW,NW,N,N,N,NW,NW,NW,A,ANW,NW,NW,NW,A,A,A,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,NW,NW,NW,ANW
1994-11-17,N,N,N,N,N,C,CNE,C,C,C,CNW,CNW,N,N,N,C,C,C,AN,NW,NW,NW,CNW,AN,N,N,N,N,N,N,AN,AN,AN,N,N,N,N,N,N
1994-11-18,AN,N,N,N,N,N,N,N,C,C,C,C,N,N,N,N,N,N,A,AN,N,N,N,A,A,A,A,A,A,A,A,A,A,AN,AN,N,AN,AN,AN
1994-11-20,A,A,A,A,A,A,A,A,ANE,ANE,NE,NE,A,A,A,A,A,A,A,A,A,A,ANE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-11-21,A,A,A,A,A,A,AN,AN,A,ANE,AN,AN,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-11-22,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-11-23,A,A,A,A,A,A,A,A,AE,AE,A,A,A,A,A,A,A,A,A,A,A,A,A,S,A,ASE,ASE,AS,ASE,ASE,A,A,A,A,A,A,A,A,A
1994-11-24,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,SE,SE,A,A,A,A,A,AE,AE,A,A,A,A,A,A,A
1994-11-25,NE,NE,NE,NE,NE,NE,NE,NE,A,A,A,A,NE,NE,NE,NE,NE,NE,A,A,A,A,A,A,A,A,A,A,E,E,E,E,E,NE,NE,A,A,A,A
1994-11-26,NE,NE,NE,NE,NE,E,E,A,A,A,A,A,A,A,A,A,A,NE,A,A,A,A,A,A,A,A,A,A,A,A,A,NE,NE,NE,NE,A,A,A,A
1994-11-27,NE,NE,NE,E,E,A,A,A,A,A,C,C,A,A,A,C,C,C,A,A,A,A,A,C,C,C,C,C,C,C,C,CNE,CNE,CNE,CNE,CE,C,C,C
1994-11-28,E,E,E,E,AE,E,E,E,NE,E,A,E,E,E,E,E,E,E,A,A,A,A,A,CSE,CSE,CSE,CSE,CSE,SE,SE,SE,E,E,E,E,E,E,E,A
1994-11-29,ASE,SE,ASE,ASE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,ASE,A,ASE,A,S,S,SE,S,S,S,S,S,S,S,S,S,AS,AS,AS,S
1994-11-30,ASE,A,SE,SE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,AS,A,A,A,A,S,S,AS,AS,AS,AS,AS,AS,AS,AS,AS,AS,A,A,A,AS
1994-12-01,AS,S,SE,SE,SE,SE,E,E,E,E,A,A,SE,SE,SE,A,A,A,S,AS,AS,A,A,S,S,S,S,S,S,S,S,S,S,AS,AS,ASE,ASE,ASE,S
1994-12-02,S,S,S,S,S,ASE,ASE,ASE,AE,AE,A,ASE,S,SE,S,SE,SE,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
1994-12-03,ASW,ASW,AS,AS,AS,A,A,A,A,A,A,ASE,AS,AS,AS,AS,AS,AS,A,A,A,S,S,A,A,A,A,A,ASW,ASW,ASW,ASW,ASW,ASW,ASW,AS,AS,AS,A
1994-12-04,ASW,ASW,ASW,ASW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1993-08-08,NE,NE,NE,C,NE,C,C,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NE,CNE,CNE,CNE,CNE,CNE,CNE,CNE,NE,NE,NE,NE,C,C,C,CNE
1993-08-24,C,CE,E,E,CE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CS,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1993-09-09,W,SW,SW,SW,SW,SW,ASW,ASW,A,A,AS,AS,SW,S,S,C,C,S,NE,C,C,S,S,AN,AN,AN,ANW,ANW,ANW,ANW,ANW,AW,AW,AW,AW,A,A,A,A
1993-09-25,N,C,CNW,CNW,CNW,C,CW,CW,W,SW,C,C,CNW,NW,CNW,NW,NW,NW,C,C,C,C,C,C,C,C,N,N,N,N,NW,N,N,N,N,NW,NW,NW,NW
1993-10-13,CSW,SW,SW,SW,SW,SW,SW,SW,ASW,ASW,S,S,SW,SW,SW,SW,SW,SW,W,SW,SW,SW,SW,W,W,W,W,W,CSW,CSW,CSW,CSW,CSW,CSW,CSW,SW,SW,SW,SW
1993-10-29,E,SE,SE,SE,SE,SE,SE,SE,E,E,SE,SE,SE,SE,SE,E,E,SE,C,C,C,C,SE,SE,SE,SE,SE,SE,SE,SE,SE,C,C,C,C,SE,SE,SE,C
1993-11-14,A,ANW,ANW,AW,AW,A,A,A,A,A,A,A,A,A,A,A,A,A,SE,AE,A,A,A,E,E,E,AE,AE,A,A,A,A,A,A,A,A,A,A,A
1993-11-30,CW,C,C,C,C,C,C,C,C,C,CNW,C,C,C,C,C,C,C,NW,W,W,W,CNW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,CNW,CNW,CW,NW,NW,NW
1993-12-16,NW,NW,NW,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,A,A,ANW,AW,NW,A,A,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW
1994-01-01,NW,NW,N,N,N,C,C,C,C,C,NW,W,C,NW,N,NW,NW,NW,ANW,NW,NW,NW,NW,A,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,ANW,NW,NW,NW,NW,NW,NW
1994-01-17,NE,NE,NE,NE,CNE,C,C,C,C,CS,C,CS,C,C,C,C,C,C,E,CE,C,C,C,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1994-02-02,W,SW,SW,ASW,AW,AW,AW,AW,A,A,A,A,SW,ASW,ASW,ASW,ASW,ASW,A,A,A,A,A,A,A,A,AW,AW,AW,AW,AW,AW,AW,W,W,ASW,AW,AW,AW
1994-02-18,C,C,C,C,CE,C,C,C,C,C,C,C,C,C,C,C,C,C,AN,N,N,C,C,ANW,ANW,AN,AN,AN,NW,NW,NW,NW,NW,NW,NW,C,N,N,N
1994-03-06,ANE,A,A,A,A,A,A,A,A,A,ASE,AE,A,A,A,A,A,A,CE,E,E,E,SE,E,E,E,E,E,E,E,E,E,AE,AE,AE,ANE,AE,AE,E
1994-12-06,A,ANW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,W,A,A,A,A,A,AW,AW,A,A,A,A,A,A,A,A,ANW,ANW,A
1994-12-07,AW,SW,ASW,ASW,ASW,A,A,A,A,A,A,A,A,A,A,A,A,A,AW,A,A,W,A,AW,W,W,W,W,W,W,W,W,AW,AW,AW,ASW,ASW,ASW,W
1994-12-08,AW,AW,AW,AW,A,A,A,A,A,A,A,A,AW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-12-09,W,W,W,W,W,W,W,W,A,A,A,A,W,W,W,W,W,W,A,A,ANW,A,A,A,A,A,A,A,ANW,ANW,AW,AW,AW,W,W,AW,ANW,ANW,ANW
1994-12-10,AN,AN,N,AN,N,C,C,C,C,C,CNW,C,N,N,N,N,N,N,A,A,N,N,NW,A,ANE,ANE,AN,AN,A,A,A,A,A,AN,AN,N,N,N,N
1994-12-11,A,A,A,A,A,ANE,ANE,ANE,A,A,A,A,A,ANE,A,NE,NE,ANE,A,ANE,A,A,A,SE,E,AE,AE,AE,A,A,A,A,A,A,A,ANE,ANE,ANE,ANE
1994-12-12,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,SE,A,A,A,A,ASE,ASE,ASE,A,A,A,A,A,A,A,A
1994-12-13,A,A,A,A,A,AN,AN,AN,ANW,ANW,A,A,AN,AN,AN,ANW,ANW,AN,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-12-14,N,NE,NE,NE,NE,C,C,C,C,C,CNW,CNW,N,N,N,C,C,N,A,NW,NW,NW,NW,A,A,A,A,A,A,A,A,A,C,C,C,C,N,N,N
1994-12-15,NE,NE,NE,E,E,E,E,CE,CNE,CE,C,C,E,E,E,CNE,CNE,NE,A,A,A,C,C,A,A,A,A,A,A,A,A,A,CNE,A,A,CNE,CNE,CNE,N
1994-12-16,ANE,A,A,A,A,AE,AE,AE,AE,AE,A,A,A,ANE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-12-17,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-12-18,W,SW,SW,ASW,ASW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-12-19,N,NW,C,C,C,CS,CS,CS,S,S,CSW,CS,C,C,C,C,C,C,A,CNW,CNW,C,C,N,N,N,N,N,N,N,N,N,N,N,N,C,C,C,N
1994-12-20,N,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,N,N,NW,CNW,C,AN,AN,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1994-02-03,SW,SW,SW,SW,SW,SW,SW,SW,ASW,ASW,ASW,ASW,SW,SW,SW,SW,SW,SW,W,SW,SW,SW,SW,W,W,W,W,W,W,W,W,W,W,SW,SW,SW,SW,SW,SW
1994-02-04,C,C,CS,CS,CS,S,SW,SW,S,S,S,S,CS,S,S,CS,CS,CS,NW,C,C,CSW,SW,NW,NW,NW,CNW,CNW,CNW,CNW,CNW,CNW,C,C,C,C,C,C,CW
1994-02-05,N,C,C,C,C,C,CS,CS,S,S,CS,CS,C,C,C,C,C,C,N,C,C,C,C,NW,N,N,N,N,N,N,N,N,N,N,N,C,C,C,N
1994-02-06,N,N,N,NE,NE,C,C,C,C,C,C,C,CNE,CNE,CNE,C,C,C,ANW,NW,NW,C,C,AW,A,ANW,ANW,ANW,ANW,ANW,ANW,NW,N,N,N,N,N,N,N
1994-02-07,N,N,C,CNE,CNE,C,C,C,C,C,C,C,CNE,C,CNE,C,C,C,ANW,NW,NW,CNW,CNW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW
1994-02-08,N,N,N,N,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,N,N,N,CNW,C,AN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1994-02-09,N,N,N,NE,NE,CNE,CNE,CNE,C,C,C,C,NE,NE,NE,C,C,N,A,N,N,N,C,A,A,A,A,A,AN,AN,AN,AN,AN,N,N,N,N,N,N
1994-02-10,N,N,N,N,N,C,C,C,C,C,C,C,N,N,N,N,N,N,A,NW,NW,NW,N,A,A,AN,AN,AN,AN,AN,AN,AN,N,N,N,N,N,N,N
1994-02-11,N,N,NE,NE,NE,CNE,CNE,CNE,C,C,C,C,CNE,C,NE,C,C,C,A,NW,NW,NW,C,A,A,AN,AN,AN,AN,AN,AN,AN,AN,A,A,N,N,N,N
1994-02-12,NE,CE,CE,CE,CE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CNW,CNW,CNW,C,N,C,N,N,N,N,N,C,C,CNE,CNE,CNE,C,C,C,C
1994-02-13,CE,CE,CE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NW,C,C,C,C,C,C,CNW,C,C,C,C,C,C,C,C,C,C,C,C,C
1994-02-14,CS,CS,CS,CS,CSE,C,C,C,CE,CE,C,C,CSE,CSE,CSE,C,C,C,C,SW,SW,CSW,C,W,W,W,W,W,CW,CW,CW,C,C,C,C,CS,CS,CS,CSW
1994-02-15,S,S,S,S,S,SE,SE,SE,SE,SE,S,S,S,S,S,SE,SE,S,C,C,C,C,S,SW,SW,C,C,C,C,C,C,C,C,S,S,SE,SE,SE,C
1994-02-16,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,CSE,CSE,SE,SE,SE,CSE,CSE,SE,C,CSE,CSE,C,CSE,C,C,C,C,C,CSE,CSE,SE,SE,SE,SE,SE,SE,SE,SE,CSE
1994-02-17,C,C,C,E,E,E,SE,SE,SE,SE,C,CSE,E,E,E,CE,CE,CE,NE,NE,CNE,C,C,AN,N,N,N,N,NE,NE,ANE,NE,ANE,C,C,NE,NE,NE,NE
1994-02-19,C,C,NE,NE,NE,C,C,C,C,C,C,C,CNE,C,CNE,C,C,C,A,NW,NW,NW,CNW,A,A,A,ANW,ANW,ANW,ANW,ANW,ANW,NW,NW,NW,NW,NW,NW,NW
1994-02-20,W,CW,CW,CW,C,C,C,C,C,C,NW,CNW,C,CW,CW,CW,CW,CW,A,W,W,W,NW,A,A,ANW,ANW,ANW,ANW,ANW,NW,NW,NW,NW,NW,W,NW,NW,NW
1994-02-21,W,W,C,C,C,C,C,C,C,C,NW,NW,NW,NW,NW,NW,NW,NW,A,A,AW,NW,NW,A,A,A,AW,AW,AW,AW,AW,AW,AW,W,W,AW,AW,AW,AW
1994-02-22,SW,SW,SW,SW,SW,C,C,C,C,C,AW,A,C,ASW,C,A,A,ASW,ASW,C,ASW,ASW,AW,ASW,ASW,AW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,SW,SW,ASW,ASW,ASW,ASW
1994-02-23,W,SW,SW,SW,SW,SW,SW,SW,C,SW,SW,SW,SW,SW,SW,SW,SW,SW,AW,W,W,SW,SW,AW,AW,AW,W,W,W,W,W,W,W,W,W,SW,W,W,W
1994-02-24,W,W,W,W,W,CW,CW,CW,CW,W,W,W,W,W,W,W,W,W,A,AW,W,W,W,A,A,A,A,A,A,A,AW,AW,AW,W,W,NW,ANW,ANW,ANW
1994-02-25,A,ASW,ASW,A,A,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,ASW,AS,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-02-26,SW,SW,SW,SW,ASW,A,A,A,A,A,A,A,AS,AS,AS,A,A,AS,SW,S,S,S,AS,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,AS,S,S,S
1994-02-27,SW,SW,SW,SW,SW,SW,ASW,ASW,A,A,AS,AS,SW,SW,SW,S,S,S,A,C,S,S,S,W,W,W,W,W,W,W,W,W,SW,SW,SW,ASW,ASW,ASW,SW
1994-02-28,CS,S,S,S,SW,ASW,ASW,ASW,AS,AS,S,S,S,S,S,S,S,S,C,C,C,S,S,CNW,C,C,C,C,C,C,C,C,C,CS,CS,CS,CS,CS,C
1994-03-01,AN,C,C,C,C,C,C,C,S,S,S,S,C,C,C,C,C,C,NE,CE,CE,CE,C,NE,NE,NE,NE,NE,NE,NE,NE,ANE,ANE,ANE,ANE,C,NE,NE,NE
1994-03-02,A,A,A,A,A,ANW,ANW,ANW,AW,A,A,A,A,A,A,A,A,A,NE,AE,E,E,E,ANE,ANE,ANE,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-03-03,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,E,AE,AE,AE,AE,ANE,ANE,ANE,A,A,A,A,A,A,A,A,A,A,A,A,A
1994-03-04,A,A,A,A,A,N,N,N,N,N,ANE,A,ANE,ANE,ANE,A,A,ANE,E,AE,AE,AE,ANE,AE,E,AE,AE,AE,A,A,A,A,A,A,A,A,A,A,A
1994-03-05,A,AS,AS,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,E,E,SE,SE,SE,E,E,E,E,E,SE,SE,SE,A,AS,AS,AS,A,ASE,ASE,SE
